,hotel,arrival_date_month,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,deposit_type,customer_type,reservation_status,reservation_status_date
15751,1,5,0,124,6,3,0,0,0,2,1,152
15752,1,5,1,136,5,3,3,3,0,2,1,152
15753,1,11,0,77,4,3,0,0,0,3,0,152
15767,1,1,0,136,3,1,0,0,0,2,0,155
15768,1,5,0,52,6,3,4,4,0,2,1,153
15769,1,5,0,26,6,3,3,3,0,2,1,153
15770,1,5,0,13,6,3,6,6,0,2,1,153
15771,1,5,2,52,5,3,0,0,0,2,1,153
15772,1,5,0,52,5,3,0,0,0,2,1,153
15774,1,5,0,52,5,3,0,0,0,2,1,153
15775,1,5,2,136,3,1,4,4,0,2,1,153
15776,1,5,2,136,3,1,4,4,0,2,1,880
15777,1,5,0,32,6,3,3,3,0,2,1,153
15778,1,5,0,125,3,1,4,5,0,2,1,153
15779,1,5,0,30,5,3,3,3,0,2,1,153
15780,1,5,0,136,6,3,0,0,0,2,1,153
15781,1,5,0,136,6,3,0,3,0,2,1,153
15782,1,5,0,32,6,3,7,7,0,2,1,153
15783,1,5,0,32,6,3,3,3,0,2,1,153
15784,1,5,2,52,6,3,0,4,0,2,1,153
15785,1,5,2,136,3,1,0,0,0,2,1,153
15786,1,5,0,60,5,3,4,4,0,2,1,153
15787,1,5,2,136,5,3,0,0,0,2,1,153
15788,1,5,0,136,6,3,0,0,0,2,1,153
15789,1,5,0,104,6,3,0,0,0,2,1,153
15790,1,5,0,77,6,3,0,0,0,2,1,153
15791,1,5,0,136,5,3,0,0,0,2,1,153
15793,1,5,0,72,6,3,0,5,0,2,1,153
15794,1,1,0,136,6,3,0,0,0,2,1,153
15796,1,5,0,52,3,1,1,1,0,2,1,153
15797,1,1,0,136,6,3,0,8,0,1,1,154
15798,1,1,2,136,5,3,0,0,0,3,1,160
15799,1,5,0,77,6,3,0,4,0,2,1,154
15800,1,5,0,77,6,3,0,0,0,2,1,154
15801,1,5,2,52,3,1,0,0,0,2,1,154
15802,1,5,0,26,5,3,0,0,0,2,1,154
15803,1,5,0,26,6,3,2,2,0,2,1,154
15804,1,5,0,26,6,3,2,2,0,2,1,154
15805,1,5,2,136,5,3,0,0,0,3,1,154
15806,1,5,2,52,6,3,3,3,0,2,1,154
15807,1,5,0,136,6,3,0,4,0,2,1,154
15808,1,1,0,16,6,3,0,3,0,2,1,154
15809,1,5,0,52,6,3,0,0,0,2,1,154
15810,1,5,0,52,3,1,2,2,0,2,1,154
15811,1,5,0,136,6,3,5,5,0,2,1,154
15812,1,5,0,77,3,1,0,4,0,2,1,154
15813,1,1,0,52,6,3,3,3,0,2,1,154
15814,1,5,0,125,6,3,2,2,0,2,1,154
15815,1,10,2,136,5,3,3,3,0,2,0,154
15816,1,5,0,60,5,3,3,3,0,0,1,154
15817,1,1,0,136,6,3,3,3,0,2,1,154
15818,1,5,0,77,6,3,0,0,0,2,1,154
15819,1,1,0,136,3,1,0,0,0,2,1,154
15820,1,5,0,52,6,3,4,4,0,2,1,154
15821,1,5,0,77,5,3,0,0,0,0,1,154
15822,1,5,0,60,6,3,3,3,0,2,1,154
15823,1,5,0,77,5,3,0,0,0,0,1,154
15824,1,5,0,26,5,3,0,0,0,0,1,154
15825,1,5,0,77,5,3,4,5,0,2,1,154
15826,1,1,0,136,5,3,4,5,0,2,1,155
15827,1,5,0,101,3,1,5,5,0,2,1,154
15828,1,5,0,101,3,1,5,5,0,2,1,154
15829,1,5,2,57,3,1,0,0,0,2,1,155
15830,1,5,0,77,5,3,0,0,0,2,1,155
15831,1,5,2,60,5,3,4,4,0,0,1,155
15832,1,5,2,35,6,3,0,0,0,2,1,155
15833,1,1,0,52,6,3,3,3,0,2,1,155
15834,1,1,0,52,6,3,3,3,0,2,1,155
15835,1,1,0,77,6,3,0,2,0,2,1,155
15836,1,1,0,136,6,3,6,6,0,2,1,155
15837,1,5,0,52,5,3,0,3,0,3,1,155
15839,1,5,0,136,3,1,5,5,0,2,1,155
15840,1,1,0,136,6,3,0,0,0,2,1,155
15841,1,5,0,30,6,3,0,0,0,2,1,155
15842,1,1,0,136,6,3,0,2,0,2,1,155
15843,1,5,2,60,6,3,0,3,0,2,1,155
15844,1,1,0,52,6,3,3,3,0,2,1,155
15845,1,5,0,77,5,3,4,4,0,0,1,155
15846,1,1,0,136,6,3,0,0,0,2,0,155
15847,1,5,0,77,5,3,4,4,0,2,1,156
15848,1,1,0,136,6,3,3,3,0,2,1,156
15849,1,5,0,60,5,3,0,0,0,0,1,156
15850,1,5,0,124,5,3,0,0,0,0,1,156
15851,1,1,0,60,3,1,5,5,0,2,1,156
15852,1,1,0,60,3,1,0,0,0,2,1,156
15853,1,1,2,136,5,3,3,3,0,2,1,156
15854,1,1,2,136,5,3,3,3,0,2,1,156
15855,1,1,0,136,3,1,8,1,0,2,1,156
15856,1,5,2,52,6,3,0,0,0,3,1,156
15857,1,5,2,52,6,3,0,0,0,3,1,156
15858,1,1,2,136,6,3,3,3,0,2,1,156
15859,1,5,0,136,5,3,0,0,0,0,1,156
15860,1,1,0,136,6,3,0,0,0,2,1,156
15861,1,5,0,82,6,3,4,4,0,2,1,156
15862,1,1,0,82,6,3,4,4,0,2,1,895
15863,1,5,0,35,5,3,3,3,0,2,1,156
15864,1,5,2,136,5,3,4,4,0,2,1,157
15865,1,5,0,77,3,1,0,0,0,2,1,157
15866,1,5,0,155,5,3,0,0,0,2,1,157
15867,1,5,0,60,5,3,0,0,0,0,1,157
15869,1,5,2,60,5,3,0,0,0,0,1,157
15871,1,1,0,136,2,0,0,3,0,2,1,157
15872,1,4,0,136,2,0,0,3,0,2,1,317
15873,1,11,0,136,2,0,0,2,0,2,1,568
15874,1,4,0,136,2,0,0,0,0,2,1,674
15875,1,3,0,136,2,0,0,4,0,2,1,724
15876,1,8,0,136,2,0,0,4,0,2,1,807
15877,1,1,0,136,3,1,4,5,0,2,1,157
15878,1,1,0,136,2,0,4,4,0,2,1,157
15879,1,5,0,77,3,1,2,2,0,2,1,157
15880,1,1,0,57,6,3,0,0,0,2,1,157
15881,1,5,0,77,5,3,0,0,0,0,1,157
15882,1,5,2,16,6,3,0,0,0,2,1,157
15883,1,1,0,136,6,3,0,3,0,2,1,157
15884,1,1,0,136,6,3,3,3,0,2,1,157
15885,1,5,0,77,5,3,0,0,0,0,1,158
15886,1,5,0,60,5,3,4,4,0,2,1,158
15887,1,1,0,60,6,3,0,0,0,2,1,158
15888,1,5,2,60,5,3,3,3,0,0,1,158
15889,1,1,2,136,6,3,6,7,0,2,1,158
15890,1,1,0,136,3,1,0,1,0,2,1,158
15891,1,1,0,136,3,1,2,2,0,2,1,158
15892,1,1,0,136,3,1,5,5,0,2,1,158
15893,1,1,0,136,3,1,0,0,0,2,1,158
15894,1,1,0,57,6,3,0,4,0,2,1,158
15895,1,1,0,136,6,3,0,0,0,2,1,158
15896,1,1,0,136,6,3,4,4,0,2,0,158
15897,1,1,2,136,6,3,6,7,0,2,1,158
15898,1,1,0,136,3,1,6,6,0,2,1,158
15899,1,1,0,136,3,1,4,5,0,2,1,158
15900,1,1,2,52,6,3,3,3,0,2,1,158
15901,1,5,0,60,6,3,3,3,0,2,1,158
15903,1,1,0,136,6,3,0,0,0,2,1,158
15904,1,1,2,52,6,3,3,3,0,2,1,158
15905,1,1,0,136,3,1,5,5,0,2,1,158
15906,1,5,0,77,5,3,0,0,0,0,1,158
15907,1,1,0,136,6,3,0,3,0,2,1,158
15908,1,1,0,136,3,1,3,5,0,2,1,158
15909,1,1,0,136,6,3,0,0,0,2,1,158
15910,1,1,0,101,5,3,3,3,0,2,1,158
15911,1,5,0,77,5,3,3,3,0,2,1,159
15912,1,1,0,60,6,3,2,2,0,2,1,159
15913,1,5,2,136,5,3,0,0,0,0,1,159
15914,1,1,0,136,3,1,0,0,0,2,1,159
15915,1,1,0,136,3,1,0,0,0,2,1,159
15916,1,1,0,136,3,1,0,0,0,2,1,159
15917,1,1,0,136,3,1,0,0,0,2,1,159
15918,1,1,0,136,6,3,0,0,0,2,1,159
15919,1,1,0,136,6,3,0,3,0,2,1,159
15920,1,11,0,136,5,3,3,3,0,2,0,159
15921,1,1,0,136,5,3,0,0,0,2,1,159
15922,1,1,2,136,6,3,4,4,0,2,1,159
15923,1,1,0,136,3,1,5,5,0,2,1,159
15924,1,1,0,136,6,3,3,5,0,2,1,159
15925,1,1,0,136,3,1,0,0,0,2,1,159
15926,1,1,2,57,5,3,0,0,0,2,1,159
15927,1,1,0,136,6,3,6,6,0,2,1,159
15928,1,1,0,136,6,3,0,0,0,2,1,159
15929,1,1,2,136,3,1,3,3,0,2,1,159
15930,1,1,0,136,6,3,3,3,0,2,1,159
15931,1,1,0,136,3,1,4,4,0,2,1,159
15932,1,5,0,124,6,3,4,4,0,2,1,159
15933,1,1,0,136,6,3,0,0,0,2,1,159
15934,1,1,0,136,6,3,0,0,0,2,1,159
15935,1,1,0,52,6,3,0,0,0,2,1,160
15936,1,1,0,60,5,3,4,4,0,2,1,160
15937,1,1,0,60,6,3,5,6,0,2,1,160
15938,1,1,0,52,5,3,3,3,0,2,1,160
15939,1,1,2,136,5,3,0,0,0,2,1,160
15940,1,1,0,136,6,3,3,3,0,2,1,160
15941,1,1,2,136,6,3,0,0,0,2,1,160
15942,1,1,2,136,6,3,4,4,0,2,1,160
15943,1,1,2,136,6,3,3,3,0,2,1,160
15944,1,1,2,52,6,3,5,5,0,2,1,160
15945,1,1,2,136,6,3,0,0,0,2,1,160
15946,1,1,2,136,5,3,0,0,0,3,1,160
15947,1,1,0,57,6,3,0,0,0,2,1,160
15948,1,1,0,60,5,3,0,0,0,2,1,160
15949,1,1,0,57,6,3,5,6,0,2,1,160
15950,1,1,2,136,6,3,0,2,0,2,1,160
15951,1,1,0,136,5,3,3,3,0,2,1,160
15952,1,1,0,136,5,3,3,0,0,2,1,171
15953,1,1,0,136,6,3,6,6,0,2,1,160
15954,1,1,0,136,3,1,3,4,0,3,1,160
15955,1,1,2,136,3,1,2,2,0,2,1,160
15956,1,1,0,136,6,3,0,2,0,2,1,160
15957,1,1,2,136,3,1,0,0,0,2,1,160
15958,1,1,0,60,6,3,4,4,0,2,1,160
15959,1,1,2,136,3,1,4,4,0,2,1,160
15960,1,1,2,52,5,3,2,2,0,2,1,160
15961,1,1,2,52,5,3,2,2,0,2,1,160
15963,1,1,0,52,6,3,3,4,0,2,1,160
15964,1,1,0,52,3,1,5,5,0,2,1,160
15966,1,1,2,136,6,3,4,4,0,2,1,160
15967,1,2,0,136,6,3,4,4,0,2,2,303
15970,1,1,0,52,6,3,4,4,0,2,1,160
15971,1,1,0,52,6,3,4,4,0,2,1,164
15972,1,1,0,60,3,3,0,3,0,2,1,161
15973,1,1,0,136,3,1,0,0,0,2,1,161
15974,1,1,2,60,5,3,4,4,0,0,1,161
15975,1,1,2,52,6,3,0,2,0,2,1,161
15977,1,1,0,52,6,3,0,0,0,2,1,161
15978,1,1,2,136,5,3,2,2,0,2,1,161
15979,1,1,0,77,5,3,0,0,0,2,1,161
15980,1,5,2,16,6,3,4,4,0,2,1,161
15981,1,1,2,136,6,3,0,0,0,3,1,161
15982,1,1,2,136,3,1,0,0,0,2,1,161
15983,1,1,2,30,6,3,3,3,0,2,1,161
15984,1,1,2,136,5,3,0,0,0,2,1,161
15985,1,1,0,170,6,3,0,4,0,2,1,161
15986,1,1,0,136,6,3,3,3,0,2,1,161
15987,1,1,0,170,3,1,0,4,0,2,1,161
15988,1,1,2,136,6,3,3,3,0,2,1,161
15989,1,1,0,136,6,3,0,2,0,2,1,161
15990,1,1,0,136,6,3,0,2,0,2,1,161
15991,1,1,0,136,6,3,3,3,0,2,1,161
15992,1,1,0,52,3,1,5,5,0,2,1,161
15993,1,1,0,136,3,1,3,3,0,2,1,161
15994,1,1,0,52,6,3,0,0,0,2,1,161
15995,1,1,0,136,3,1,6,6,0,2,0,161
15996,1,1,0,136,6,3,0,0,0,2,1,161
15997,1,1,0,124,5,3,0,0,0,0,1,161
15998,1,1,0,125,5,3,0,0,0,0,1,161
15999,1,1,0,77,6,3,3,3,0,2,1,161
16000,1,1,0,125,5,3,0,0,0,0,1,161
16001,1,1,2,136,6,3,0,0,0,3,1,161
16002,1,1,0,136,5,3,3,3,0,2,1,161
16003,1,1,0,124,5,3,0,0,0,0,1,161
16004,1,1,2,136,5,3,3,3,0,2,1,161
16005,1,1,1,136,5,3,0,0,0,2,1,161
16006,1,1,2,136,6,3,6,6,0,2,0,161
16007,1,1,0,60,6,3,0,4,0,2,1,161
16008,1,8,0,60,6,3,0,0,0,2,1,798
16009,1,1,0,60,5,3,0,0,0,0,1,162
16010,1,1,1,136,3,1,2,2,0,2,1,168
16011,1,1,0,52,5,3,0,0,0,3,1,162
16012,1,1,0,60,5,3,3,3,0,0,1,162
16013,1,1,2,136,5,3,4,4,0,2,1,162
16014,1,1,0,136,6,3,0,3,0,2,1,162
16015,1,1,0,136,6,3,4,4,0,2,1,162
16016,1,1,2,136,6,3,5,6,0,2,1,162
16017,1,1,0,57,5,3,0,3,0,3,1,162
16019,1,1,0,140,6,3,0,2,0,2,1,162
16020,1,1,0,52,6,3,0,0,0,2,1,162
16021,1,1,0,30,3,1,0,0,0,2,1,162
16022,1,1,2,136,6,3,3,3,0,2,1,162
16023,1,1,2,136,6,3,3,3,0,2,1,162
16024,1,1,0,60,5,3,4,4,0,0,1,162
16025,1,1,0,60,5,3,0,0,0,0,1,163
16027,1,1,0,134,5,3,0,0,0,0,1,163
16028,1,1,0,140,3,1,0,0,0,2,1,163
16029,1,1,0,52,6,3,0,0,0,2,1,163
16030,1,1,0,52,6,3,0,0,0,2,1,163
16031,1,1,2,136,6,3,0,0,0,2,1,163
16032,1,1,2,136,3,1,4,4,0,2,1,163
16033,1,1,2,136,3,1,4,4,0,2,1,529
16034,1,1,2,136,5,3,3,3,0,2,1,163
16035,1,1,0,52,5,3,0,3,0,2,1,163
16036,1,1,0,136,3,1,3,3,0,2,1,163
16037,1,1,0,136,6,3,0,1,0,2,1,163
16038,1,1,0,52,6,3,0,2,0,2,1,163
16039,1,1,0,136,6,3,4,5,0,2,1,163
16040,1,10,0,136,4,3,0,0,1,2,0,163
16046,1,1,2,136,6,3,0,0,0,2,1,163
16047,1,11,2,52,4,3,0,0,0,3,0,163
16050,1,1,0,77,3,1,4,4,0,2,1,164
16051,1,5,0,60,5,3,4,4,0,0,1,164
16052,1,5,0,60,5,3,4,4,0,0,1,164
16053,1,1,0,136,4,0,0,0,0,3,1,164
16054,1,1,0,136,3,1,0,0,0,3,1,164
16056,1,1,0,57,3,1,3,5,0,2,1,164
16057,1,1,2,136,6,3,0,0,0,3,1,164
16058,1,1,2,30,6,3,0,0,0,3,1,164
16059,1,1,0,52,6,3,4,5,0,2,1,164
16060,1,1,2,52,6,3,0,0,0,2,1,164
16061,1,1,0,52,6,3,0,0,0,2,1,164
16062,1,1,0,136,4,0,0,3,0,2,1,164
16063,1,1,0,47,6,3,5,5,0,2,1,164
16064,1,1,0,136,6,3,4,4,0,2,1,164
16065,1,1,0,136,6,3,0,0,0,2,1,164
16066,1,1,0,52,6,3,0,3,0,2,1,164
16067,1,1,2,60,6,3,3,3,0,2,1,164
16068,1,1,0,60,5,3,3,3,0,0,1,165
16071,1,1,2,52,6,3,0,0,0,2,1,165
16073,1,1,2,136,6,3,0,4,0,2,1,165
16074,1,1,2,52,3,1,5,5,0,2,1,165
16075,1,1,0,136,6,3,3,4,0,2,1,165
16076,1,1,0,52,6,3,3,4,0,2,1,165
16077,1,1,2,136,3,1,6,6,0,2,1,165
16078,1,1,2,52,6,3,3,3,0,2,1,165
16079,1,1,2,52,3,1,0,0,0,2,1,165
16080,1,1,0,60,6,3,6,6,0,2,1,165
16081,1,1,0,141,6,3,0,4,0,2,1,165
16082,1,1,0,136,6,3,0,0,0,2,1,165
16083,1,1,0,60,5,3,4,4,0,2,1,165
16084,1,1,0,136,6,3,0,0,0,2,1,165
16085,1,1,2,136,6,3,0,0,0,2,1,165
16086,1,1,0,13,2,0,5,5,0,2,1,165
16087,1,1,2,136,3,1,7,7,0,2,1,165
16088,1,5,0,124,5,3,3,3,0,0,1,165
16089,1,1,0,77,5,3,3,3,0,2,1,166
16090,1,1,0,136,3,1,4,4,0,2,1,166
16091,1,1,0,57,6,3,0,0,0,2,1,166
16092,1,1,2,52,6,3,3,3,0,2,1,166
16093,1,1,0,60,5,3,3,3,0,0,1,166
16094,1,1,2,52,6,3,3,3,0,2,1,166
16095,1,1,0,136,3,1,0,0,0,2,1,166
16096,1,1,0,136,3,1,0,0,0,2,1,166
16097,1,1,0,136,5,3,0,2,0,2,1,166
16098,1,1,0,136,3,1,0,0,0,2,1,166
16099,1,1,2,52,6,3,4,4,0,2,1,166
16100,1,1,0,52,6,3,3,3,0,2,1,166
16101,1,1,2,136,5,3,0,3,0,2,1,166
16102,1,1,0,136,3,1,0,0,0,2,1,166
16103,1,1,2,136,5,3,0,3,0,2,1,166
16104,1,1,2,136,5,3,0,3,0,2,1,166
16105,1,1,2,136,6,3,4,4,0,2,1,166
16106,1,1,2,136,6,3,4,5,0,2,1,181
16107,1,1,2,57,6,3,5,5,0,2,1,166
16108,1,1,0,140,6,3,0,0,0,2,1,166
16109,1,1,0,57,3,1,7,7,0,2,1,166
16110,1,1,0,136,3,1,0,0,0,2,1,166
16111,1,1,0,52,3,1,2,2,0,2,1,166
16112,1,1,0,136,6,3,0,0,0,2,1,166
16113,1,1,0,136,3,1,2,2,0,2,1,166
16114,1,1,0,77,6,3,3,6,0,2,1,166
16115,1,1,0,136,6,3,3,5,0,2,1,166
16116,1,1,0,7,6,3,4,4,0,2,1,166
16117,1,1,0,136,6,3,0,2,0,2,1,166
16118,1,11,0,136,3,1,2,2,0,2,0,166
16119,1,1,0,77,5,3,0,2,0,2,1,167
16120,1,1,0,60,5,3,4,4,0,0,1,167
16121,1,1,2,52,6,3,4,4,0,2,1,167
16122,1,1,2,52,6,3,4,4,0,2,1,167
16123,1,1,0,52,3,1,4,4,0,2,1,167
16124,1,1,0,57,6,3,0,0,0,3,1,167
16125,1,1,0,57,6,3,0,0,0,3,1,167
16126,1,1,0,136,5,3,4,4,0,2,1,167
16127,1,1,1,136,5,3,0,0,0,2,1,167
16128,1,1,1,136,5,3,0,0,0,2,1,167
16129,1,1,1,136,5,3,0,0,0,2,1,167
16130,1,1,0,136,6,3,0,0,0,2,1,167
16131,1,5,0,136,6,3,3,3,0,2,1,871
16132,1,1,0,136,3,1,0,0,0,2,1,167
16133,1,1,0,136,6,3,0,0,0,2,1,167
16134,1,1,2,136,6,3,0,7,0,2,1,167
16135,1,1,0,77,6,3,2,2,0,2,1,172
16136,1,1,0,77,6,3,5,5,0,2,1,167
16137,1,1,0,136,5,3,0,0,0,2,1,167
16138,1,1,2,52,6,3,0,0,0,2,1,167
16139,1,1,2,52,5,3,0,0,0,2,1,167
16140,1,1,2,52,5,3,3,3,0,2,1,167
16141,1,1,0,136,6,3,0,0,0,2,1,167
16142,1,1,0,136,6,3,4,4,0,2,1,167
16143,1,1,2,52,5,3,0,0,0,2,1,167
16144,1,1,0,44,5,3,3,3,0,2,1,167
16145,1,1,0,52,6,3,0,5,0,2,1,167
16146,1,1,0,136,3,1,0,0,0,2,1,167
16147,1,1,0,136,3,1,3,3,0,2,1,167
16148,1,1,2,136,5,3,0,0,0,2,1,167
16149,1,1,0,26,6,3,3,4,0,2,1,167
16150,1,1,0,127,6,3,6,6,0,2,1,167
16151,1,1,0,136,3,1,7,7,0,2,1,167
16152,1,1,0,52,6,3,3,3,0,2,1,167
16153,1,1,0,136,3,1,0,0,0,2,1,167
16154,1,1,2,136,5,3,0,0,0,2,1,167
16155,1,1,2,136,6,3,3,3,0,2,1,167
16156,1,1,2,136,5,3,0,0,0,2,1,167
16157,1,1,2,136,5,3,0,0,0,2,1,167
16158,1,1,2,136,5,3,0,0,0,2,1,167
16159,1,1,0,60,5,3,3,3,0,0,1,168
16160,1,1,2,136,3,1,3,3,0,2,1,168
16161,1,1,0,60,5,3,4,4,0,0,1,168
16162,1,1,0,57,3,1,4,4,0,2,1,168
16163,1,1,2,136,5,3,4,4,0,2,1,168
16164,1,1,0,52,6,3,4,6,0,2,1,168
16165,1,1,0,60,6,3,0,2,0,2,1,168
16168,1,1,2,136,6,3,3,3,0,2,1,168
16169,1,1,0,35,6,3,3,2,0,2,1,168
16170,1,1,0,52,6,3,3,4,0,2,1,168
16172,1,1,2,57,6,3,0,0,0,2,1,168
16173,1,1,2,136,5,3,3,3,0,2,1,168
16174,1,1,2,136,3,1,0,0,0,2,1,168
16175,1,1,0,136,3,1,3,3,0,2,1,168
16176,1,1,0,136,3,1,5,5,0,2,1,168
16177,1,1,0,136,6,3,0,0,0,2,0,168
16179,1,1,0,124,5,3,3,3,0,2,1,168
16182,1,1,1,136,5,3,0,0,0,2,1,168
16183,1,1,0,12,5,3,0,0,0,2,1,168
16184,1,1,0,60,6,3,0,0,0,2,1,168
16185,1,1,0,124,5,3,0,0,0,0,1,169
16186,1,1,0,124,5,3,0,0,0,0,1,169
16187,1,1,0,87,6,3,2,2,0,2,1,169
16188,1,1,0,60,6,3,0,3,0,2,1,169
16190,1,1,0,52,6,3,0,0,0,2,1,169
16191,1,1,0,52,6,3,3,4,0,2,1,169
16192,1,1,2,52,5,3,0,0,0,2,1,169
16193,1,1,0,125,6,3,3,3,0,2,1,169
16194,1,1,0,136,3,1,0,0,0,2,1,169
16195,1,11,0,136,6,3,6,6,0,2,0,169
16196,1,1,0,52,6,3,0,2,0,2,1,169
16197,1,1,2,52,6,3,3,3,0,2,1,169
16198,1,1,0,140,3,1,2,2,0,2,1,169
16199,1,1,0,82,2,0,4,5,0,2,1,169
16200,1,1,0,136,6,3,0,2,0,2,1,169
16201,1,1,0,60,5,3,3,3,0,0,1,169
16202,1,1,2,136,5,3,3,3,0,2,1,169
16203,1,1,0,77,5,3,4,4,0,2,1,170
16204,1,1,2,52,5,3,3,3,0,2,1,170
16205,1,1,2,52,6,3,0,2,0,2,1,170
16206,1,1,2,136,6,3,4,4,0,2,1,170
16207,1,1,2,136,3,3,3,3,0,2,1,895
16208,1,1,0,136,6,3,0,2,0,2,1,170
16209,1,1,2,60,5,3,0,0,0,0,1,170
16210,1,1,0,136,5,3,3,3,0,2,1,170
16211,1,1,0,136,5,3,0,2,0,0,1,170
16212,1,1,0,136,5,3,0,0,0,2,1,179
16213,1,1,0,136,6,3,3,5,0,2,1,170
16214,1,1,0,136,6,3,3,3,0,3,1,170
16215,1,1,0,155,5,3,4,5,0,0,1,173
16216,1,1,0,60,5,3,3,3,0,0,1,171
16217,1,1,0,60,5,3,3,3,0,0,1,171
16218,1,1,2,60,6,3,0,0,0,2,1,171
16219,1,1,0,52,5,3,0,0,0,2,1,171
16220,1,1,0,52,6,3,3,4,0,2,1,171
16221,1,11,0,136,6,3,3,3,0,3,0,171
16222,1,1,2,136,6,3,0,4,0,2,1,171
16223,1,1,1,136,3,1,0,5,0,2,1,171
16224,1,1,2,136,5,3,0,0,0,3,1,171
16225,1,1,0,136,6,3,0,0,0,2,1,171
16226,1,1,1,52,5,3,0,0,0,0,1,171
16227,1,1,0,136,3,1,0,4,0,2,1,171
16228,1,1,0,52,6,3,0,0,0,2,1,171
16229,1,1,2,136,6,3,4,4,0,2,1,171
16230,1,1,0,136,6,3,6,6,0,2,1,171
16231,1,1,2,136,3,1,0,0,0,2,1,171
16232,1,1,0,136,6,3,0,0,0,2,1,171
16233,1,1,0,136,6,3,0,4,0,2,1,171
16234,1,1,0,136,3,1,3,4,0,2,1,171
16235,1,1,0,136,6,3,0,1,0,2,1,171
16236,1,1,2,170,3,1,3,3,0,2,1,171
16237,1,1,2,170,3,1,3,3,0,2,1,553
16238,1,1,0,52,6,3,0,4,0,2,1,171
16239,1,1,0,136,6,3,0,0,0,2,1,172
16240,1,1,0,77,6,3,0,0,0,2,1,172
16241,1,1,0,52,6,3,0,0,0,2,1,172
16242,1,1,0,136,6,3,0,0,0,2,1,172
16243,1,1,2,136,6,3,3,3,0,2,1,172
16244,1,1,0,35,6,3,2,2,0,2,1,172
16245,1,1,2,52,5,3,0,0,0,2,1,172
16246,1,1,0,136,5,3,0,0,0,2,1,172
16247,1,1,2,52,3,1,3,3,0,3,1,172
16248,1,1,2,136,6,3,0,0,0,2,1,172
16249,1,1,0,136,5,3,0,0,0,2,1,172
16250,1,1,0,136,5,3,0,0,0,2,1,172
16251,1,1,0,136,3,1,5,5,0,2,1,172
16252,1,1,2,136,6,3,0,0,0,2,1,172
16253,1,1,0,136,3,1,0,0,0,2,1,172
16254,1,1,0,170,6,3,0,5,0,2,1,172
16255,1,1,0,77,6,3,3,3,0,2,1,172
16256,1,1,0,57,6,3,6,6,0,2,1,172
16257,1,10,2,136,5,3,0,0,0,3,0,172
16260,1,1,2,136,5,3,4,4,0,3,1,173
16261,1,1,2,136,5,3,4,4,0,3,1,173
16262,1,1,2,136,6,3,3,3,0,2,1,173
16263,1,1,0,136,5,3,0,0,0,2,1,173
16264,1,1,0,136,3,3,0,0,0,2,1,173
16265,1,1,0,136,3,1,0,0,0,2,1,534
16266,1,1,0,136,6,3,6,6,0,2,1,173
16267,1,1,2,52,6,3,4,4,0,2,1,173
16268,1,1,0,57,3,1,2,2,0,2,1,173
16269,1,1,2,136,3,1,3,4,0,2,1,173
16270,1,1,2,136,3,1,3,3,0,2,1,173
16271,1,1,2,136,3,1,3,3,0,2,1,173
16272,1,1,2,136,3,1,3,3,0,2,1,173
16273,1,1,2,136,3,1,0,0,0,2,1,173
16274,1,1,0,136,3,1,3,3,0,2,1,173
16275,1,1,0,136,3,1,6,6,0,2,1,173
16276,1,1,0,60,6,3,0,4,0,2,1,173
16277,1,1,0,136,6,3,0,0,0,2,1,173
16278,1,1,0,136,3,1,5,5,0,2,1,173
16279,1,1,0,60,6,3,0,0,0,2,1,173
16280,1,1,0,60,5,3,0,0,0,0,1,173
16281,1,1,0,26,5,3,3,3,0,0,1,173
16282,1,1,0,60,5,3,3,3,0,0,1,173
16283,1,1,2,52,5,3,2,2,0,0,1,173
16284,1,1,0,52,5,3,0,0,0,3,1,173
16286,1,1,0,52,6,3,0,0,0,2,1,173
16287,1,1,0,60,5,3,0,0,0,0,1,173
16288,1,1,0,136,3,1,4,4,0,2,1,173
16289,1,1,0,136,6,3,4,4,0,2,1,173
16290,1,1,0,136,6,3,7,7,0,2,1,173
16291,1,1,0,136,3,1,6,6,0,2,1,173
16292,1,1,2,136,5,3,4,4,0,0,2,173
16293,1,1,0,60,5,3,4,4,0,0,1,174
16294,1,1,0,136,3,1,4,4,0,3,1,174
16295,1,1,0,101,6,3,0,0,0,3,1,174
16296,1,1,0,136,5,3,0,0,0,2,1,174
16297,1,1,2,136,6,3,0,0,0,2,1,174
16298,1,1,0,136,3,1,5,5,0,2,1,174
16299,1,1,0,52,6,3,4,4,0,2,1,174
16301,1,1,0,136,6,3,3,3,0,2,1,174
16302,1,1,0,136,6,3,3,3,0,2,1,174
16303,1,1,2,52,6,3,4,5,0,2,1,174
16304,1,1,0,136,3,1,0,0,0,2,1,174
16305,1,1,0,136,3,1,0,0,0,2,1,174
16306,1,1,0,136,3,1,3,3,0,2,1,174
16307,1,1,0,136,3,1,3,3,0,2,1,174
16308,1,1,0,52,3,1,5,5,0,2,1,174
16309,1,1,0,52,6,3,3,3,0,2,1,174
16310,1,1,0,52,6,3,4,4,0,2,1,174
16311,1,1,0,136,5,3,0,0,0,2,1,174
16312,1,1,0,82,3,1,0,0,0,2,1,174
16313,1,1,0,136,3,1,7,7,0,2,1,174
16314,1,1,2,52,6,3,0,0,0,2,1,174
